분야,질문명,등록일,답변제목,답변등록일,댓글등록일,댓글등록자,댓글내용
사업장감독(감독),출퇴근기록부 미보관시 과태료부과대상에 해당되나요,2021-05-27 14:57:30.0,출퇴근기록부...,2021-05-27 16:03:59.0,,,
사업장감독(감독),출퇴근기록부 미보관시 과태료부과대상에 해당되나요,2021-05-27 14:57:30.0,의견,2021-05-27 16:49:22.0,,,
사업장감독(감독),체불임금등사업주확인서 사업장 실 가동기간 조사를 꼭 해야 하는 의무사항인가요,2021-05-29 11:17:59.0,의견,2021-05-30 17:07:55.0,,,
사업장감독(감독),체불임금등사업주확인서 사업장 실 가동기간 조사를 꼭 해야 하는 의무사항인가요,2021-05-29 11:17:59.0,체불임금등사업주확인서...,2021-05-31 08:54:40.0,2021-05-31 10:31:12.0,,"감독관님의 말씀과 같이 '사업의 종류 및 사업기간'은 기재가 되어야 하는데, 특히 사업기간(사업 가동기간)은 소액체당급 지급의 사업주 요건(해당 근로자의 퇴직일까지 6개월 이상 해당 사업을 하였을 것)에 해당하기 때문이 아닌가 싶습니다. "
사업장감독(감독),체불임금등사업주확인서 사업장 실 가동기간 조사를 꼭 해야 하는 의무사항인가요,2021-05-29 11:17:59.0,의견,2021-05-31 10:58:08.0,,,
신고사건(감독),퇴직연금규약 신고 관련,2021-05-29 11:27:25.0,의견,2021-05-30 17:12:07.0,,,
신고사건(감독),퇴직연금규약 신고 관련,2021-05-29 11:27:25.0,퇴직연금규약 수리 통보...,2021-05-31 09:15:53.0,,,
사업장감독(감독),근로자 4대 보험 납부내역을 확인하려면 어떻게 해야되는지?,2021-05-29 19:02:02.0,의견,2021-05-30 17:17:18.0,,,
사업장감독(감독),근로자 4대 보험 납부내역을 확인하려면 어떻게 해야되는지?,2021-05-29 19:02:02.0,직권...,2021-05-31 09:32:40.0,,,
사업장감독(감독),근로자 4대 보험 납부내역을 확인하려면 어떻게 해야되는지?,2021-05-29 19:02:02.0,납부내역이 아니라 가입내역은 4대보험포털사이트에서 확인가능합니다.,2021-06-02 12:16:13.0,,,
신고사건(감독),임금피크제 정년보장형 관련 질의입니다,2021-05-30 15:36:49.0,의견,2021-05-31 07:17:37.0,,,
신고사건(감독),임금피크제 정년보장형 관련 질의입니다,2021-05-30 15:36:49.0,임금피크제...,2021-05-31 11:12:15.0,,,
사업장감독(감독),검찰송치시 반드시 진정인 진술서(조서)가 필수인지,2021-05-31 11:00:17.0,의견,2021-05-31 11:13:44.0,,,
사업장감독(감독),검찰송치시 반드시 진정인 진술서(조서)가 필수인지,2021-05-31 11:00:17.0,조서의 작성....,2021-05-31 12:50:47.0,2021-06-01 08:16:15.0,,"ㅇ 답변란 빌려서 댓글로 답변드립니다.
 - 근로감독관 집무규정 38조 3항 보시면 도움이 될 것 같습니다."
사업장감독(감독),검찰송치시 반드시 진정인 진술서(조서)가 필수인지,2021-05-31 11:00:17.0,진정인 진술서(조서),2021-06-03 15:00:06.0,,,
신고사건(감독),임금삭감 동의 여부 및 퇴직금 판단 문의드립니다.,2021-05-31 11:01:23.0,의견,2021-05-31 12:12:11.0,,,
신고사건(감독),임금삭감 동의 여부 및 퇴직금 판단 문의드립니다.,2021-05-31 11:01:23.0,퇴직금 산정...,2021-05-31 13:34:50.0,,,
신고사건(감독),고용승계여부를 확인하는 방법에 대해서 여쭤보고싶습니다.,2021-05-31 14:07:15.0,고용승계...,2021-05-31 17:46:21.0,,,
신고사건(감독),고용승계여부를 확인하는 방법에 대해서 여쭤보고싶습니다.,2021-05-31 14:07:15.0,의견,2021-05-31 18:50:49.0,,,
신고사건(감독),고용승계여부를 확인하는 방법에 대해서 여쭤보고싶습니다.,2021-05-31 14:07:15.0,의견,2021-05-31 20:59:51.0,,,
신고사건(감독),고용승계여부를 확인하는 방법에 대해서 여쭤보고싶습니다.,2021-05-31 14:07:15.0,고용승계 여부,2021-06-03 13:14:10.0,,,
신고사건(감독),채용내정,2021-05-31 15:35:49.0,임금청구..,2021-05-31 18:14:41.0,,,
신고사건(감독),채용내정,2021-05-31 15:35:49.0,의견,2021-05-31 18:59:24.0,2021-06-01 11:20:25.0,,"-4대보험료 사업주부담분, 근로자부담분 모두 회사에서 납부를 하였습니다. 
-착공계도 철회하지 않았습니다.
"
신고사건(감독),채용내정,2021-05-31 15:35:49.0,의견,2021-06-01 08:32:40.0,2021-06-01 12:30:55.0,,그럼 휴업수당 적용되지 않습니다. 형사는 법위반 없음으로 가야 겠네요......
신고사건(감독),채용내정,2021-05-31 15:35:49.0,의견,2021-06-01 08:32:40.0,2021-06-01 11:26:46.0,,"근로자수가 5인 미만인데, 이럴 경우는 어떻게 할까요?"
신고사건(감독),해당월에 대한 상여를 익익월에 지급하기로 약정한 경우 퇴사자에 대해 미지급해도 문제가 안될까요,2021-05-31 16:49:50.0,상여금 제도...,2021-05-31 18:21:31.0,,,
신고사건(감독),아동학대건으로 징계위원회로 회부 퇴직금관련,2021-05-31 17:12:28.0,퇴직금의 상계처리..,2021-05-31 18:53:14.0,,,
신고사건(감독),아동학대건으로 징계위원회로 회부 퇴직금관련,2021-05-31 17:12:28.0,의견,2021-05-31 19:04:30.0,,,
사업장감독(감독),코로나 2.5단계 영업제한 사업장의 휴업수당,2021-06-01 15:56:09.0,휴업...,2021-06-01 16:33:58.0,,,
신고사건(감독),장애인 활동보조사의 해고예고수당 청구 관련입니다.,2021-06-01 17:39:30.0,의견,2021-06-02 07:27:13.0,,,
신고사건(감독),장애인 활동보조사의 해고예고수당 청구 관련입니다.,2021-06-01 17:39:30.0,활동보조사...,2021-06-02 07:48:04.0,,,
사업장감독(감독),사업에 관여한적이 없는 명의상 대표를 근로기준법 위반으로 처벌할 수 있는지,2021-06-01 17:58:44.0,행위자,2021-06-01 20:47:17.0,,,
사업장감독(감독),사업에 관여한적이 없는 명의상 대표를 근로기준법 위반으로 처벌할 수 있는지,2021-06-01 17:58:44.0,의견,2021-06-02 07:39:21.0,,,
사업장감독(감독),사업에 관여한적이 없는 명의상 대표를 근로기준법 위반으로 처벌할 수 있는지,2021-06-01 17:58:44.0,조사 및 처벌...,2021-06-02 08:06:42.0,,,
신고사건(감독),헬스 트레이너의 근로자성 판단 관련 문의드리고 싶습니다.,2021-06-02 10:46:08.0,의견,2021-06-02 11:22:33.0,,,
신고사건(감독),헬스 트레이너의 근로자성 판단 관련 문의드리고 싶습니다.,2021-06-02 10:46:08.0,트레이너의 근로자성...,2021-06-02 12:44:28.0,,,
신고사건(감독),헬스 트레이너의 근로자성 판단 관련 문의드리고 싶습니다.,2021-06-02 10:46:08.0,답변,2021-06-02 18:02:27.0,,,
신고사건(감독),헬스 트레이너의 근로자성 판단 관련 문의드리고 싶습니다.,2021-06-02 10:46:08.0,헬스트레이너의 근로자성,2021-06-03 12:15:36.0,,,
사업장감독(감독),사건 관할 질문드립니다,2021-06-02 13:57:53.0,사건 관할...,2021-06-02 14:35:47.0,,,
사업장감독(감독),사건 관할 질문드립니다,2021-06-02 13:57:53.0,주된 사업장 관할,2021-06-02 14:42:57.0,,,
신고사건(감독),범죄인지 이전 금액보다 범죄인지 이후 금액이 수사결과 증액된 경우 처리방안,2021-06-02 14:48:05.0,범죄인지,2021-06-02 14:53:50.0,,,
신고사건(감독),범죄인지 이전 금액보다 범죄인지 이후 금액이 수사결과 증액된 경우 처리방안,2021-06-02 14:48:05.0,인지보고 관련...,2021-06-02 15:10:56.0,2021-06-03 10:33:53.0,,"2번 답변으로 보아 요지를 잘 이해해 주신 것 같습니다.
갑갑함이 풀렸습니다 :)"
신고사건(감독),휴업수당 발생여부 질의입니다.,2021-06-02 18:57:26.0,의견,2021-06-02 21:56:41.0,,,
신고사건(감독),휴업수당 발생여부 질의입니다.,2021-06-02 18:57:26.0,"확진, 의심, 접촉....",2021-06-03 08:59:55.0,,,
신고사건(감독),특별사법경찰관리 수사준칙(약칭)에 관한 규정,2021-06-02 20:48:09.0,의견,2021-06-02 22:11:38.0,,,
신고사건(감독),특별사법경찰관리 수사준칙(약칭)에 관한 규정,2021-06-02 20:48:09.0,참고인,2021-06-03 08:44:53.0,,,
신고사건(감독),특별사법경찰관리 수사준칙(약칭)에 관한 규정,2021-06-02 20:48:09.0,수사의 개시...,2021-06-03 09:14:16.0,,,
신고사건(감독),특별사법경찰관리 수사준칙(약칭)에 관한 규정,2021-06-02 20:48:09.0,피혐의자와 피진정인,2021-06-03 12:48:44.0,,,
신고사건(감독),진정사건 조사시 피진정인이 자료 제출을 거부할 경우,2021-06-03 09:25:10.0,자료제출...,2021-06-03 09:34:58.0,,,
신고사건(감독),진정사건 조사시 피진정인이 자료 제출을 거부할 경우,2021-06-03 09:25:10.0,"개인정보보호법 상 개인정보의 목적 외 이용, 제공 제한의 예외",2021-06-03 10:28:49.0,,,
신고사건(감독),운전기사의 사용자(지입차주),2021-06-03 10:51:58.0,계속근로...,2021-06-03 12:10:13.0,,,
사업장감독(감독),근무중 부상으로 인한 근로기간 단절 여부,2021-06-03 11:13:26.0,업무상 부상...,2021-06-03 11:48:14.0,,,
사업장감독(감독),근무중 부상으로 인한 근로기간 단절 여부,2021-06-03 11:13:26.0,근무 중 부상,2021-06-03 15:22:02.0,,,
사업장감독(감독),근무중 부상으로 인한 근로기간 단절 여부,2021-06-03 11:13:26.0,의견,2021-06-04 09:27:33.0,,,
신고사건(감독),통상임금 산정(야간수당),2021-06-03 12:23:43.0,야간근로수당...,2021-06-03 12:43:33.0,,,
신고사건(감독),통상임금 산정(야간수당),2021-06-03 12:23:43.0,의견,2021-06-04 07:48:38.0,,,
신고사건(감독),퇴직연금(DC) 관련 질의,2021-06-03 16:53:29.0,퇴직연금 가입기간 이전의 퇴직금...,2021-06-03 17:09:00.0,,,
감독,최저임금 계산 (고정연장근로수당 포함가능여부),2021-06-03 18:12:20.0,의견,2021-06-04 07:30:26.0,,,
감독,최저임금 계산 (고정연장근로수당 포함가능여부),2021-06-03 18:12:20.0,휴업수당 지급기준...,2021-06-04 09:35:27.0,,,
사업장감독(감독),퇴직금 관련 문의,2021-06-04 09:41:52.0,의견,2021-06-04 10:00:27.0,,,
사업장감독(감독),퇴직금 관련 문의,2021-06-04 09:41:52.0,의견,2021-06-04 10:27:10.0,,,
사업장감독(감독),퇴직금 관련 문의,2021-06-04 09:41:52.0,일급제 주급....,2021-06-04 10:52:56.0,,,
신고사건(감독),고의없음으로 내사종결시 체불확인원,2021-06-04 16:07:40.0,확인서 발급...,2021-06-04 16:38:58.0,,,
신고사건(감독),피진정인 출석 불가 시,2021-06-04 22:03:33.0,의견,2021-06-05 17:41:02.0,,,
신고사건(감독),피진정인 출석 불가 시,2021-06-04 22:03:33.0,피진정인 조사...,2021-06-07 08:01:10.0,,,
신고사건(감독),피진정인 출석 불가 시,2021-06-04 22:03:33.0,의견,2021-06-08 09:19:45.0,,,
신고사건(감독),피진정인 출석 불가 시,2021-06-04 22:03:33.0,체불퇴직금 확정,2021-06-30 21:26:11.0,,,
사업장감독(감독),동업자 2명에게 동시에 시정지시를 할 수 있나요,2021-06-07 08:38:52.0,동업자...,2021-06-07 09:07:04.0,2021-06-07 09:17:55.0,,"ㅇ 근로자의 퇴직일로부터 14일 이내에 A, B모두 '가'사업장의 사용자라면, A,B에 모두에게 시정지시를 하면되고, A, B 둘 간의 채무 문제는 당사자가 해결할 문제입니다.

ㅇ 퇴직금이 2백만원이라면, A,B 에게 각 200만원씩 시정지시를 하면 되고(실무적으로는 공문 1장을 작성하여 수신처를 A, B로 기재) 불응 시 두명을 범죄인지하시면 될 것 같습니다.

ㅇ 위 사항은 퇴직일로부터 14일 이내의 사용자가 A, B일 때이니, 이 부분은 잘 확인해보시기 바랍니다."
사업장감독(감독),관할 및 이송,2021-06-07 09:24:15.0,사건관할...,2021-06-07 09:30:54.0,,,
신고사건(감독),근로기준법 적용 관련 질의입니다.,2021-06-07 12:56:50.0,근로기준법 적용...,2021-06-07 13:24:08.0,,,
신고사건(감독),근로기준법 적용 관련 질의입니다.,2021-06-07 12:56:50.0,의견,2021-06-08 09:13:00.0,,,
사업장감독(감독),불규칙한 초단시간 근로자 해고예고수당산정,2021-06-07 14:11:16.0,소정근로...,2021-06-07 15:57:12.0,,,
신고사건(감독),폐업후 재개업시 퇴직금 문제 문의드립니다.,2021-06-07 14:14:48.0,고용승계...,2021-06-07 16:50:54.0,,,
신고사건(감독),1년 미만 건설일용근로자 연차유급휴가 발생여부 및 주휴수당 관련,2021-06-07 16:02:13.0,일용직 근로자...,2021-06-07 17:16:33.0,2021-06-07 17:23:19.0,,"ㅇ '1개월 개근'의 의미는 1개월 간 소정근로일에 출근을 하면, '1개월 개근'하였다고 보시면 됩니다.

ㅇ 답변 내용처럼 상용직으로서 일당으로 급여를 산정하는 근로자이고, 주 15시간 이상 근무한 경우에는 다른 사유가 없는 한 연차 및 주휴수당 등은 발생하는 것으로 판단하시면 됩니다.
 - 이 조건으로 판단하시면 법 위반 여부, 법 적용 여부를 쉽게 판단할 수 있음.

ㅇ 아울러, 근로계약서가 있다면, 근로계약서 상 임금 조건 항목을 면밀하게 검토해보시기 바랍니다."
신고사건(감독),근로계약서 미작성의 처벌주체 문의드립니다.,2021-06-07 18:10:11.0,의견,2021-06-07 22:22:22.0,2021-06-08 11:05:56.0,,"법인을 위해 행위하는 자인 대표이사만 처벌하면 된다는 말씀이시군요 ㅎ
답변 감사합니다 ㅎ 즐거운 하루 되십시오^^"
신고사건(감독),근로계약서 미작성의 처벌주체 문의드립니다.,2021-06-07 18:10:11.0,의견,2021-06-08 09:06:17.0,2021-06-08 11:05:30.0,,"임원은 아니고 그냥 부장이라고 합니다. 답변 감사합니다 ㅎ 즐거운 하루 되십시오^^
"
신고사건(감독),근로계약서 미작성의 처벌주체 문의드립니다.,2021-06-07 18:10:11.0,회사 대표...,2021-06-08 09:15:16.0,2021-06-08 11:05:01.0,,답변 감사합니다 ㅎ 즐거운 하루 되십시오^^
신고사건(감독),임금 정기지급일 이후에 예정된 연장근로 임금 체불,2021-06-08 10:33:10.0,임금정기지급일...,2021-06-08 11:14:34.0,,,
신고사건(감독),임금 정기지급일 이후에 예정된 연장근로 임금 체불,2021-06-08 10:33:10.0,의견,2021-06-08 11:18:48.0,,,
신고사건(감독),"(전적) 전 사업장과 근로단절하고, 퇴직금만 현 사업장에서 고용승계 가능할까요",2021-06-08 17:04:41.0,의견,2021-06-08 20:11:47.0,,,
신고사건(감독),"(전적) 전 사업장과 근로단절하고, 퇴직금만 현 사업장에서 고용승계 가능할까요",2021-06-08 17:04:41.0,의견,2021-06-08 23:00:30.0,,,
신고사건(감독),"(전적) 전 사업장과 근로단절하고, 퇴직금만 현 사업장에서 고용승계 가능할까요",2021-06-08 17:04:41.0,고용승계...,2021-06-09 08:49:32.0,,,
신고사건(감독),지명통보자 관련,2021-06-08 18:07:26.0,의견,2021-06-08 23:16:02.0,,,
신고사건(감독),지명통보자 관련,2021-06-08 18:07:26.0,지명통보자...,2021-06-09 07:53:06.0,,,
신고사건(감독),주52시간제 시행으로 인한 퇴직금 중간정산 사유,2021-06-08 23:28:00.0,근로시간 단축...,2021-06-09 07:38:46.0,,,
신고사건(감독),주52시간제 시행으로 인한 퇴직금 중간정산 사유,2021-06-08 23:28:00.0,의견,2021-06-09 07:49:23.0,,,
신고사건(감독),건설업 본사 현장대리인,2021-06-09 13:30:58.0,의견,2021-06-09 13:34:08.0,,,
